gene,sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8,sample9,sample10,sample11,sample12,sample13,sample14,sample15,sample16,sample17,sample18,sample19,sample20,sample21,sample22,sample23,sample24,sample25,sample26,sample27,sample28,sample29,sample30,sample31,sample32,sample33,sample34,sample35,sample36,sample37,sample38,sample39,sample40,sample41,sample42,sample43,sample44,sample45,sample46,sample47,sample48,sample49,sample50,sample51,sample52,sample53,sample54,sample55,sample56,sample57,sample58,sample59,sample60,sample61,sample62,sample63,sample64,sample65,sample66,sample67,sample68,sample69,sample70,sample71,sample72,sample73,sample74,sample75,sample76,sample77,sample78,sample79,sample80,sample81,sample82,sample83,sample84,sample85,sample86,sample87,sample88,sample89,sample90,sample91,sample92,sample93,sample94,sample95,sample96,sample97,sample98,sample99,sample100,sample101,sample102,sample103,sample104,sample105,sample106,sample107,sample108,sample109,sample110,sample111,sample112,sample113,sample114,sample115,sample116,sample117,sample118,sample119,sample120,sample121,sample122,sample123,sample124,sample125,sample126,sample127,sample128,sample129,sample130,sample131,sample132,sample133,sample134,sample135,sample136,sample137,sample138,sample139,sample140,sample141,sample142,sample143,sample144,sample145,sample146,sample147,sample148,sample149,sample150,sample151,sample152,sample153,sample154,sample155,sample156,sample157,sample158,sample159,sample160,sample161,sample162,sample163,sample164,sample165,sample166,sample167,sample168,sample169,sample170,sample171,sample172,sample173,sample174,sample175,sample176,sample177,sample178,sample179,sample180,sample181,sample182,sample183,sample184,sample185,sample186,sample187,sample188,sample189,sample190,sample191,sample192,sample193,sample194,sample195,sample196,sample197,sample198,sample199,sample200,sample201,sample202,sample203,sample204,sample205,sample206,sample207,sample208,sample209,sample210,sample211,sample212,sample213,sample214,sample215,sample216,sample217,sample218,sample219,sample220,sample221,sample222,sample223,sample224,sample225,sample226,sample227,sample228,sample229,sample230,sample231,sample232,sample233,sample234,sample235,sample236,sample237,sample238,sample239,sample240,sample241,sample242,sample243,sample244,sample245,sample246,sample247,sample248,sample249,sample250,sample251,sample252,sample253,sample254,sample255,sample256,sample257,sample258,sample259,sample260,sample261,sample262,sample263,sample264,sample265,sample266,sample267,sample268,sample269,sample270,sample271,sample272,sample273,sample274,sample275
gene1,1.143773961,0.105775004,1.669043821,1.170380633,0.998710851,0.051108415,-1.545263217,0.555132042,2.645701413,0.882109877,-0.133217035,0.071581727,-1.422465003,0.044289159,1.226239142,1.032943298,0.976525035,-0.003405752,1.255660378,-0.571095686,-1.286210621,-0.119484771,0.372878156,1.080563549,0.237202109,-0.409646587,0.43197323,-1.33442315,0.678771572,1.286210621,1.825439172,1.523165155,0.628171949,0.892205847,-0.767246816,-0.167663737,-0.636490883,-1.501786817,0.508057465,0.523619123,-2.998020796,0.394875486,-1.197842699,-2.171527717,0.09208509,-0.329407333,-0.336607179,-0.071581727,-1.48107362,-0.603470624,-0.023842473,-1.946202375,-0.037471962,0.462083086,0.119484771,-0.484942137,-0.188425032,-0.146974467,-0.469675385,-1.441453795,-0.563095926,1.993601218,1.197842699,-0.09208509,-0.300773842,-1.105318189,-0.477294855,0.813797671,-2.104600628,0.776421761,0.492617885,-0.153863466,-0.91267586,-0.923055543,-0.794970891,0.003405752,-1.351202935,0.146974467,1.044626445,-0.265322712,0.030656506,-1.143773961,-0.954809756,0.230202032,0.037471962,-0.579132162,-1.301946185,-0.35105981,-0.653262666,-1.080563549,-0.244213829,-1.790524917,0.272384894,-0.387522319,-0.140092436,-0.272384894,0.409646587,0.112627241,-0.286550499,-1.117953259,-1.669043821,0.078412413,0.531447525,0.329407333,-2.045954276,-1.403975696,-0.804348643,0.424507616,-1.642224543,-0.687372812,-0.862182757,-1.460977052,-0.7490877,0.358313528,0.181496015,-0.085246759,-0.258273739,-1.697120332,0.023842473,0.057930049,-0.776421761,-0.976525035,-0.872103029,-0.531447525,-1.184000049,-1.032943298,-0.202310601,-1.056453949,0.579132162,0.209267873,-1.726602201,-1.240815502,-1.523165155,-1.616536998,-1.170380633,-0.439462999,-0.670220259,1.726602201,-0.105775004,-0.181496015,-0.417065588,-0.078412413,0.300773842,-0.944119285,0.251237576,-0.539308633,-1.270787244,-0.45451733,-0.057930049,-1.068431117,0.842592259,0.307908216,0.286550499,-0.446977502,0.126347925,0.167663737,-0.195363108,1.156974916,0.343824517,0.202310601,0.6448541,-0.51582268,0.174575701,-0.933535639,-0.555132042,-0.619896262,0.279460686,-0.402250065,1.545263217,0.758136008,-0.500322766,-1.385954264,-0.365586148,0.140092436,-0.044289159,-0.293654744,-1.568142731,1.946202375,-0.251237576,0.902393588,0.439462999,1.301946185,-0.587206217,-0.424507616,-0.6448541,-0.892205847,0.83291742,0.293654744,0.696025208,1.642224543,0.852346618,0.098927729,-0.394875486,-0.758136008,1.422465003,-0.731172307,1.318010897,2.104600628,0.713488578,0.862182757,1.568142731,0.469675385,-0.523619123,0.258273739,-0.902393588,0.603470624,1.021399468,0.265322712,-0.010217413,0.547203211,0.794970891,2.998020796,-0.230202032,0.010217413,0.661717677,1.902810954,-1.993601218,-1.130769373,-1.318010897,0.085246759,0.767246816,0.223213218,0.74010031,0.933535639,1.092857156,2.045954276,-0.882109877,0.965610478,-0.315058297,0.571095686,0.51582268,1.130769373,0.365586148,-0.842592259,1.270787244,1.403975696,-0.098927729,1.056453949,-0.813797671,0.500322766,0.731172307,0.484942137,-1.021399468,0.133217035,0.188425032,-0.547203211,-0.785662535,0.563095926,-0.508057465,0.417065588,0.587206217,0.823319923,0.785662535,0.160759774,-0.661717677,-1.156974916,0.387522319,-1.211918765,1.184000049,-0.237202109,-0.998710851,-0.017029548,1.009990169,-2.468001988,0.722302208,0.7490877,1.33442315,0.91267586,-1.862731867,0.923055543,1.117953259,-0.43197323,0.216235289,1.48107362,0.804348643
gene2,0.987557182,-2.998020796,1.170380633,1.184000049,0.91267586,0.293654744,-2.645701413,0.51582268,1.068431117,0.892205847,0.017029548,0.167663737,-2.345104662,0.003405752,1.568142731,1.255660378,0.696025208,-2.249880663,1.591873889,-2.171527717,-0.380190046,-2.104600628,0.402250065,0.813797671,0.343824517,0.181496015,0.628171949,-0.619896262,-2.045954276,1.697120332,1.946202375,1.993601218,1.044626445,1.616536998,-1.946202375,0.057930049,-1.862731867,-1.825439172,1.009990169,-0.064754379,-1.790524917,0.477294855,-0.322224522,-0.071581727,-0.424507616,-0.661717677,-1.726602201,0.713488578,-0.523619123,-0.286550499,-0.636490883,-1.697120332,-1.669043821,-0.531447525,-1.642224543,-0.265322712,0.105775004,-0.230202032,-0.09208509,-1.616536998,-1.591873889,0.944119285,0.661717677,-1.568142731,-0.010217413,-1.545263217,0.051108415,0.394875486,-1.523165155,0.687372812,0.731172307,-1.501786817,-0.167663737,-1.48107362,-0.315058297,-1.460977052,-1.441453795,-1.422465003,1.197842699,-0.329407333,-0.272384894,-1.385954264,-0.611662814,0.484942137,-0.500322766,-1.368372038,-1.33442315,-1.318010897,0.265322712,-0.477294855,-0.126347925,-1.301946185,-0.057930049,0.112627241,-0.098927729,-0.223213218,0.279460686,-0.195363108,0.555132042,0.030656506,-1.286210621,-0.462083086,0.767246816,0.372878156,-0.003405752,-0.508057465,-0.409646587,-0.044289159,-0.539308633,-1.270787244,-0.244213829,-1.255660378,-1.240815502,-0.469675385,-1.226239142,0.500322766,-1.211918765,-0.678771572,-0.336607179,0.216235289,-0.731172307,-1.197842699,-1.184000049,-1.170380633,-0.112627241,-0.653262666,0.195363108,-1.156974916,0.35105981,-0.563095926,-1.143773961,-0.078412413,-1.130769373,-0.051108415,0.307908216,-1.117953259,0.140092436,2.171527717,-0.085246759,-0.140092436,0.119484771,0.619896262,0.010217413,-1.092857156,-1.080563549,-0.587206217,-1.068431117,-0.343824517,-0.51582268,-1.056453949,0.7490877,-0.146974467,0.160759774,0.085246759,-1.021399468,-0.153863466,-0.35105981,1.757666049,-1.009990169,-0.998710851,0.794970891,-0.976525035,-0.174575701,-0.954809756,-0.628171949,-0.933535639,0.409646587,0.209267873,1.143773961,0.852346618,-0.43197323,-0.300773842,-0.358313528,0.446977502,-0.713488578,0.43197323,-0.923055543,1.105318189,-0.579132162,0.954809756,0.188425032,0.758136008,-0.484942137,0.329407333,-0.105775004,-0.902393588,1.021399468,0.098927729,0.508057465,1.032943298,0.611662814,-0.595318735,0.153863466,-0.251237576,0.976525035,-0.892205847,0.862182757,0.882109877,0.322224522,0.653262666,1.33442315,0.044289159,-0.030656506,-0.119484771,-0.555132042,0.603470624,1.117953259,0.358313528,0.237202109,0.424507616,0.872103029,2.998020796,0.202310601,-0.882109877,0.842592259,1.422465003,-0.862182757,-0.842592259,0.023842473,-0.017029548,0.704730028,0.571095686,0.678771572,1.318010897,1.403975696,2.104600628,-0.670220259,1.092857156,-0.603470624,1.669043821,0.823319923,1.211918765,0.417065588,-0.293654744,1.501786817,1.48107362,-0.160759774,0.785662535,-0.804348643,1.156974916,0.83291742,0.300773842,-0.402250065,0.74010031,0.286550499,-0.258273739,-0.785662535,0.6448541,-0.181496015,0.523619123,0.636490883,0.146974467,0.579132162,0.251237576,-0.417065588,-0.776421761,0.595318735,-0.492617885,1.385954264,-0.45451733,-0.758136008,0.439462999,1.286210621,-0.372878156,0.722302208,1.056453949,0.587206217,0.804348643,-0.7490877,1.368372038,0.547203211,-0.237202109,0.126347925,1.351202935,1.130769373
gene3,0.653262666,-0.508057465,1.021399468,1.616536998,0.965610478,0.852346618,-0.358313528,0.372878156,2.998020796,0.842592259,-1.170380633,-0.030656506,-1.240815502,-0.892205847,1.197842699,0.492617885,0.83291742,-0.944119285,0.563095926,-0.852346618,-1.946202375,-0.167663737,0.105775004,1.044626445,0.322224522,-1.105318189,-0.051108415,-1.301946185,-0.223213218,1.092857156,1.790524917,2.345104662,1.301946185,1.255660378,-0.064754379,-0.057930049,-1.902810954,-0.678771572,0.954809756,0.628171949,-0.112627241,0.387522319,-0.670220259,-0.140092436,0.329407333,0.230202032,0.272384894,-0.424507616,-1.591873889,-0.547203211,0.209267873,-0.402250065,-1.009990169,-0.230202032,-0.279460686,-0.146974467,0.446977502,-0.35105981,-1.368372038,-0.300773842,-1.993601218,0.872103029,0.696025208,-0.74010031,-0.998710851,-0.823319923,-1.460977052,0.484942137,-0.469675385,0.469675385,0.174575701,0.071581727,-0.842592259,0.365586148,-0.794970891,-1.825439172,-0.571095686,-0.365586148,1.48107362,0.670220259,0.188425032,-0.023842473,-2.045954276,0.078412413,0.140092436,-0.387522319,-0.976525035,-0.153863466,0.195363108,-0.91267586,-0.216235289,0.057930049,0.126347925,-0.785662535,-0.195363108,-0.09208509,0.133217035,0.336607179,-0.603470624,0.017029548,-0.394875486,-1.270787244,0.611662814,0.767246816,-0.251237576,-0.954809756,-0.6448541,0.286550499,-0.862182757,0.315058297,-0.209267873,-1.021399468,-1.757666049,0.160759774,-0.133217035,0.293654744,0.804348643,-0.477294855,0.571095686,0.531447525,-0.43197323,-0.804348643,-2.998020796,-0.531447525,-0.813797671,0.892205847,0.098927729,-1.422465003,0.661717677,0.251237576,0.409646587,-2.345104662,-1.056453949,-0.987557182,-0.417065588,-0.244213829,0.064754379,1.226239142,-0.307908216,0.044289159,-0.758136008,0.09208509,-0.653262666,0.265322712,-0.7490877,-0.628171949,-0.696025208,-0.272384894,0.085246759,-0.722302208,0.636490883,0.146974467,-0.071581727,-0.202310601,0.258273739,-0.119484771,-0.563095926,1.351202935,-0.322224522,0.112627241,1.726602201,-1.130769373,0.500322766,-0.965610478,-2.645701413,-1.092857156,-0.098927729,-0.882109877,1.591873889,1.130769373,-0.619896262,-1.501786817,-1.255660378,0.462083086,-1.044626445,0.300773842,-2.171527717,2.468001988,-0.462083086,1.068431117,0.051108415,1.211918765,0.223213218,-0.661717677,-1.226239142,0.619896262,0.944119285,-0.078412413,0.35105981,1.240815502,0.603470624,-0.258273739,0.030656506,0.547203211,1.862731867,-1.790524917,1.669043821,2.045954276,0.394875486,1.318010897,0.933535639,0.439462999,-0.45451733,-0.555132042,-2.104600628,-0.181496015,0.343824517,-0.523619123,0.51582268,1.33442315,1.156974916,2.645701413,0.003405752,-0.767246816,-0.085246759,1.460977052,-1.545263217,-1.568142731,-0.83291742,0.74010031,0.402250065,0.119484771,0.307908216,0.687372812,0.731172307,1.902810954,-1.143773961,1.523165155,-0.188425032,0.244213829,0.010217413,1.286210621,0.237202109,-1.669043821,0.6448541,1.117953259,-0.595318735,0.813797671,-0.902393588,1.080563549,1.270787244,-0.439462999,-0.126347925,0.45451733,0.758136008,-0.636490883,-1.197842699,0.380190046,-2.249880663,-0.037471962,0.417065588,1.184000049,1.105318189,-0.105775004,-0.51582268,-1.862731867,0.167663737,-1.642224543,1.403975696,-0.160759774,-1.351202935,-1.385954264,1.545263217,-0.611662814,0.587206217,1.368372038,0.998710851,0.713488578,-1.697120332,0.785662535,1.441453795,0.153863466,0.523619123,1.143773961,0.7490877
gene4,1.009990169,-0.336607179,1.403975696,1.170380633,1.286210621,0.216235289,-0.112627241,0.523619123,1.156974916,1.105318189,-2.645701413,-0.133217035,-2.345104662,0.380190046,1.591873889,1.270787244,0.74010031,-2.249880663,1.48107362,-2.171527717,-2.104600628,-2.045954276,0.387522319,1.385954264,0.409646587,0.064754379,0.804348643,-0.35105981,-1.993601218,0.731172307,2.468001988,0.6448541,0.439462999,0.462083086,-0.126347925,-0.037471962,-1.862731867,-1.825439172,1.117953259,0.230202032,-1.790524917,0.661717677,0.030656506,-1.757666049,-1.726602201,0.085246759,0.09208509,0.508057465,-1.669043821,-0.153863466,-1.642224543,-1.616536998,-1.591873889,-0.064754379,-1.568142731,-1.545263217,-1.523165155,-1.48107362,-0.293654744,-1.460977052,0.098927729,0.842592259,1.080563549,-1.441453795,0.133217035,-1.422465003,-0.003405752,0.51582268,-1.403975696,0.862182757,0.539308633,0.272384894,-0.044289159,-0.098927729,-1.368372038,0.223213218,-1.351202935,-1.33442315,1.642224543,-0.300773842,0.188425032,-1.318010897,-0.030656506,0.402250065,0.057930049,-1.301946185,-1.286210621,0.146974467,-1.270787244,-1.255660378,-0.424507616,-1.240815502,-1.226239142,-0.358313528,-0.017029548,0.237202109,0.603470624,-0.286550499,0.492617885,-0.237202109,-0.202310601,-0.105775004,1.184000049,-0.258273739,0.017029548,-0.417065588,-1.197842699,-1.184000049,-0.167663737,-1.170380633,-1.156974916,-1.143773961,-1.130769373,-0.402250065,-1.117953259,0.424507616,-0.251237576,-1.105318189,0.300773842,0.119484771,-1.092857156,-0.365586148,-1.068431117,-1.056453949,-0.307908216,-1.044626445,0.167663737,-1.032943298,-0.119484771,-1.009990169,-0.998710851,-0.09208509,-0.987557182,-0.976525035,-0.279460686,-0.244213829,0.153863466,1.697120332,0.696025208,-0.954809756,0.010217413,0.579132162,-0.923055543,-0.91267586,-0.902393588,0.160759774,-0.892205847,0.722302208,-0.160759774,-0.882109877,0.670220259,0.35105981,-0.329407333,-0.872103029,-0.387522319,0.195363108,-0.343824517,1.240815502,-0.023842473,-0.409646587,0.713488578,-0.842592259,-0.051108415,-0.804348643,-0.785662535,-0.767246816,-0.758136008,-0.7490877,0.785662535,0.704730028,-0.74010031,-0.731172307,-0.722302208,0.307908216,-0.713488578,0.531447525,-0.696025208,1.501786817,-0.188425032,1.422465003,0.43197323,1.255660378,0.037471962,0.251237576,0.174575701,-0.230202032,1.021399468,0.051108415,0.965610478,1.902810954,0.343824517,-0.322224522,0.023842473,-0.678771572,0.484942137,-0.653262666,1.226239142,0.902393588,0.417065588,1.056453949,1.351202935,0.555132042,-0.6448541,0.372878156,-0.174575701,0.636490883,1.301946185,0.587206217,1.032943298,0.181496015,0.813797671,2.249880663,-0.619896262,-0.611662814,0.678771572,2.345104662,-0.315058297,-0.587206217,0.003405752,0.071581727,0.767246816,0.563095926,0.202310601,1.211918765,1.143773961,1.318010897,-0.571095686,0.83291742,-0.555132042,0.446977502,0.944119285,0.91267586,0.394875486,-0.057930049,2.998020796,0.892205847,-0.140092436,1.545263217,-0.523619123,0.758136008,0.923055543,0.258273739,-0.51582268,1.130769373,0.322224522,-0.508057465,0.244213829,0.976525035,-0.272384894,0.687372812,0.7490877,0.823319923,0.882109877,0.500322766,-0.500322766,-0.492617885,0.611662814,-0.469675385,1.946202375,0.105775004,-0.462083086,0.358313528,1.33442315,-0.45451733,0.628171949,1.197842699,0.776421761,0.998710851,-0.195363108,2.171527717,0.209267873,-0.446977502,0.365586148,1.993601218,0.872103029
gene5,0.823319923,-0.882109877,1.130769373,1.080563549,0.987557182,-0.230202032,0.098927729,0.202310601,1.226239142,0.547203211,-0.329407333,-0.140092436,-0.661717677,0.078412413,1.117953259,1.156974916,0.619896262,-0.587206217,1.422465003,-1.591873889,-0.74010031,0.223213218,0.776421761,0.636490883,0.112627241,0.071581727,0.439462999,-0.636490883,0.044289159,1.862731867,1.616536998,1.993601218,1.757666049,1.385954264,0.417065588,-0.003405752,-1.211918765,-0.085246759,0.603470624,-0.174575701,0.35105981,0.696025208,-0.731172307,-2.998020796,-0.579132162,-1.726602201,0.279460686,0.500322766,-1.33442315,-1.301946185,-0.767246816,-1.568142731,-1.240815502,0.365586148,-0.057930049,-1.993601218,-0.409646587,-1.946202375,-1.226239142,-0.555132042,0.813797671,0.794970891,0.531447525,0.492617885,0.265322712,-0.469675385,0.484942137,0.563095926,-1.790524917,1.286210621,0.372878156,0.300773842,0.804348643,0.126347925,0.003405752,-1.021399468,-0.976525035,-0.307908216,1.143773961,-1.48107362,-0.531447525,-0.611662814,-1.255660378,0.653262666,-2.171527717,-1.286210621,-0.071581727,-0.446977502,0.057930049,-0.83291742,-0.998710851,-1.197842699,-0.030656506,0.119484771,0.230202032,-0.417065588,0.358313528,-0.91267586,0.45451733,0.424507616,-1.902810954,-1.318010897,0.477294855,0.409646587,-0.126347925,-0.237202109,-0.785662535,-0.010217413,-1.697120332,-0.209267873,-0.852346618,-0.823319923,-1.403975696,-0.258273739,0.687372812,0.293654744,-0.098927729,-1.044626445,-0.265322712,0.188425032,-1.170380633,1.170380633,-2.468001988,-1.862731867,0.037471962,-0.595318735,0.286550499,-0.6448541,0.315058297,-0.43197323,-0.424507616,-1.422465003,-0.45451733,-0.619896262,-0.670220259,-0.181496015,-0.146974467,2.104600628,0.064754379,0.380190046,-0.954809756,0.462083086,-0.365586148,-0.523619123,0.160759774,-0.286550499,-1.270787244,-2.249880663,-0.153863466,-0.933535639,1.021399468,-0.044289159,0.237202109,-1.460977052,-0.547203211,-0.387522319,-0.402250065,1.726602201,-0.500322766,-2.104600628,-0.35105981,-0.987557182,-0.862182757,-1.143773961,-0.776421761,-0.628171949,-0.842592259,-0.202310601,0.251237576,0.785662535,1.197842699,-1.642224543,-0.315058297,-0.133217035,-1.009990169,0.174575701,-0.272384894,1.669043821,-0.484942137,0.7490877,-0.7490877,0.852346618,-0.293654744,-0.119484771,-0.160759774,-0.251237576,0.74010031,-0.462083086,0.244213829,1.105318189,0.555132042,-0.216235289,-0.51582268,-0.653262666,0.923055543,-0.539308633,0.965610478,0.523619123,0.539308633,1.032943298,1.240815502,-0.244213829,-2.045954276,0.085246759,-0.687372812,0.209267873,0.933535639,0.167663737,0.023842473,-0.037471962,0.216235289,2.998020796,-0.902393588,-1.616536998,0.678771572,1.642224543,-2.345104662,-0.965610478,-0.696025208,-0.09208509,0.394875486,0.146974467,0.387522319,0.842592259,1.211918765,2.045954276,-0.944119285,1.092857156,-0.078412413,1.523165155,0.153863466,1.318010897,0.402250065,-0.794970891,1.501786817,1.056453949,-0.372878156,0.862182757,-0.343824517,1.697120332,0.954809756,0.09208509,-0.279460686,1.068431117,0.508057465,-0.322224522,-0.017029548,0.611662814,-0.892205847,-0.064754379,0.272384894,0.758136008,-0.105775004,0.670220259,0.587206217,-0.571095686,0.307908216,0.322224522,0.944119285,1.009990169,0.446977502,0.767246816,1.184000049,0.329407333,0.51582268,0.902393588,0.83291742,0.872103029,0.051108415,1.351202935,0.713488578,-0.704730028,0.628171949,1.270787244,0.91267586
gene6,0.862182757,0.523619123,1.211918765,1.117953259,0.944119285,0.160759774,-2.998020796,0.722302208,2.345104662,0.842592259,-2.345104662,-2.249880663,-2.104600628,-2.045954276,1.130769373,1.545263217,1.568142731,-0.653262666,1.197842699,-0.078412413,-0.462083086,0.813797671,0.223213218,0.696025208,0.619896262,-1.993601218,0.785662535,-0.469675385,-0.112627241,1.726602201,1.902810954,1.993601218,1.591873889,1.460977052,-1.946202375,0.085246759,-0.636490883,-1.902810954,0.272384894,1.080563549,-1.862731867,0.251237576,-0.293654744,-1.825439172,-0.030656506,-0.085246759,-0.696025208,-0.343824517,-0.571095686,-1.790524917,0.439462999,-0.195363108,0.174575701,-1.757666049,-1.726602201,-0.539308633,-0.394875486,0.35105981,0.424507616,-1.697120332,-0.45451733,0.954809756,0.74010031,-1.669043821,0.181496015,-1.642224543,-1.616536998,0.300773842,-0.579132162,-0.402250065,0.336607179,0.237202109,0.365586148,0.892205847,-1.568142731,-1.545263217,-1.523165155,-1.501786817,0.579132162,-1.48107362,-0.251237576,-1.460977052,0.358313528,0.380190046,-0.010217413,-1.441453795,-1.422465003,-0.704730028,-0.064754379,0.7490877,0.595318735,-0.722302208,0.539308633,-1.403975696,0.188425032,-0.424507616,-0.258273739,-0.587206217,-0.387522319,0.678771572,0.6448541,0.343824517,-0.678771572,-0.140092436,-0.146974467,-0.555132042,-0.661717677,0.417065588,-0.057930049,0.713488578,0.119484771,-0.037471962,-0.531447525,0.872103029,0.195363108,0.322224522,-0.003405752,-0.09208509,-1.368372038,-0.776421761,0.112627241,-1.351202935,-1.33442315,-1.318010897,-0.417065588,0.307908216,-0.202310601,-0.126347925,-0.336607179,-1.301946185,-1.286210621,0.484942137,-1.270787244,-0.023842473,-1.255660378,-0.133217035,-0.017029548,2.645701413,-0.279460686,-1.240815502,-1.226239142,0.731172307,0.758136008,0.372878156,0.704730028,-1.211918765,-1.197842699,-1.184000049,-0.563095926,-0.603470624,0.09208509,-0.595318735,-0.105775004,0.230202032,-0.492617885,-0.409646587,0.469675385,1.48107362,0.628171949,-1.156974916,0.003405752,0.030656506,0.409646587,0.071581727,-0.767246816,-1.117953259,0.265322712,-1.105318189,0.933535639,1.009990169,-1.092857156,-0.380190046,-0.237202109,0.010217413,-0.307908216,-0.484942137,-1.080563549,1.021399468,-0.6448541,-0.35105981,-0.508057465,0.882109877,-1.068431117,0.293654744,0.555132042,-1.044626445,-0.547203211,-0.286550499,0.216235289,-1.032943298,0.45451733,-1.021399468,-0.365586148,-1.009990169,1.092857156,-0.998710851,0.83291742,0.078412413,1.318010897,0.492617885,0.902393588,-0.174575701,-0.987557182,0.315058297,-0.611662814,0.064754379,1.156974916,0.603470624,0.209267873,0.587206217,0.140092436,2.998020796,-0.272384894,-0.954809756,0.51582268,1.616536998,-0.944119285,-0.446977502,-0.500322766,-0.244213829,1.368372038,0.105775004,0.976525035,1.170380633,0.852346618,2.249880663,-0.51582268,1.642224543,-0.7490877,1.068431117,-0.265322712,1.946202375,-0.91267586,-0.902393588,1.226239142,1.270787244,-0.882109877,0.823319923,-0.872103029,0.477294855,0.804348643,1.105318189,0.286550499,0.923055543,-0.862182757,-0.852346618,-0.842592259,0.037471962,-0.83291742,-0.628171949,-0.230202032,1.385954264,0.611662814,0.446977502,-0.823319923,-0.300773842,-0.358313528,-0.731172307,1.441453795,-0.804348643,-0.74010031,-0.051108415,2.104600628,-0.794970891,-0.188425032,1.240815502,0.051108415,0.387522319,-0.785662535,1.286210621,0.767246816,0.508057465,-0.098927729,1.044626445,-0.044289159
gene7,1.211918765,-2.998020796,1.460977052,0.085246759,0.307908216,0.446977502,-0.51582268,-0.209267873,-0.105775004,0.785662535,0.064754379,-2.468001988,-2.249880663,-0.35105981,1.422465003,1.117953259,0.153863466,-2.171527717,1.642224543,-2.104600628,-2.045954276,1.092857156,-1.993601218,0.300773842,-0.010217413,-1.946202375,-1.902810954,-0.402250065,-0.064754379,1.568142731,1.862731867,1.255660378,0.078412413,1.197842699,-1.862731867,-0.133217035,-1.825439172,-1.790524917,0.492617885,0.387522319,0.237202109,-1.757666049,-1.726602201,-1.697120332,0.230202032,-1.669043821,0.372878156,0.776421761,0.508057465,0.892205847,-1.642224543,-0.372878156,0.251237576,0.286550499,0.902393588,-1.616536998,0.35105981,-0.244213829,-0.023842473,-1.568142731,-1.545263217,-0.237202109,0.653262666,0.933535639,0.030656506,0.595318735,-1.523165155,-1.501786817,-1.48107362,-0.167663737,0.188425032,-0.500322766,-1.460977052,0.343824517,-1.422465003,-0.523619123,-0.265322712,0.051108415,0.804348643,-1.385954264,-1.368372038,0.704730028,-0.071581727,1.441453795,1.156974916,-1.351202935,-1.33442315,1.385954264,-0.202310601,-0.286550499,-0.146974467,-1.318010897,-1.301946185,-1.286210621,-1.270787244,-0.044289159,-0.329407333,0.272384894,0.126347925,-1.255660378,-1.240815502,-0.09208509,-0.43197323,-1.211918765,-1.197842699,0.010217413,0.531447525,0.195363108,-1.184000049,-0.126347925,-1.170380633,-0.003405752,-1.143773961,-1.130769373,-1.117953259,0.628171949,-0.307908216,-0.446977502,-1.105318189,0.244213829,0.767246816,0.209267873,-1.080563549,-1.068431117,0.071581727,-1.056453949,0.057930049,0.017029548,0.882109877,0.678771572,0.45451733,-1.044626445,-0.140092436,-0.037471962,-0.343824517,-1.032943298,-0.508057465,2.345104662,-1.021399468,-1.009990169,-0.998710851,0.976525035,1.286210621,-0.987557182,1.009990169,-0.976525035,-0.965610478,-0.954809756,-0.315058297,0.112627241,0.167663737,1.33442315,0.987557182,0.105775004,-0.216235289,0.258273739,1.080563549,1.545263217,0.044289159,-0.258273739,-0.057930049,-0.91267586,-0.469675385,0.133217035,-0.882109877,-0.872103029,0.140092436,-0.862182757,-0.078412413,0.91267586,0.469675385,-0.336607179,0.758136008,0.670220259,-0.852346618,-0.439462999,-0.83291742,0.713488578,0.315058297,0.539308633,1.240815502,0.83291742,-0.119484771,0.579132162,0.265322712,-0.813797671,-0.300773842,-0.492617885,0.160759774,0.417065588,0.587206217,-0.804348643,0.146974467,-0.153863466,1.403975696,0.336607179,0.394875486,0.6448541,0.174575701,-0.409646587,1.068431117,0.098927729,0.462083086,0.003405752,-0.767246816,0.202310601,0.365586148,-0.7490877,-0.098927729,-0.731172307,-0.462083086,2.468001988,-0.713488578,-0.251237576,1.044626445,1.616536998,-0.696025208,-0.188425032,0.279460686,-0.45451733,1.301946185,0.555132042,0.687372812,0.965610478,0.484942137,1.697120332,-0.678771572,0.611662814,-0.380190046,1.021399468,0.731172307,1.270787244,-0.230202032,-0.670220259,2.104600628,1.523165155,0.358313528,0.380190046,0.603470624,0.998710851,-0.051108415,-0.085246759,0.409646587,0.439462999,-0.636490883,-0.628171949,0.862182757,0.661717677,0.722302208,-0.619896262,-0.112627241,-0.279460686,-0.611662814,-0.603470624,-0.595318735,-0.587206217,-0.579132162,0.329407333,0.51582268,-0.571095686,-0.160759774,-0.017029548,1.501786817,-0.563095926,0.293654744,0.823319923,0.523619123,0.223213218,-0.555132042,1.591873889,-0.547203211,-0.539308633,-0.272384894,2.045954276,0.696025208
